season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name,year_date,decade,is_team,medal_points,host_city,is_team_event,medal_count_country,medal_count_sport,avg_medal_event,medal_encoded
0,1896,Gold,XXB,95,"Friedrich TRAUN (GER), John BOLAND (GBR)",1896 Athens,67,0,559,1896-01-01,1890,True,3.0,4,False,9,228,1.962655601659751,1
0,1896,Silver,GRE,56,"Demetrios PETROKOKKINOS, Dionysios KASDAGLIS",1896 Athens,67,0,559,1896-01-01,1890,True,2.0,4,False,125,228,1.962655601659751,2
0,1896,Bronze,XXB,95,"George Stuart ROBERTSON (GBR), Edwin FLACK (AUS)",1896 Athens,67,0,559,1896-01-01,1890,True,1.0,4,False,9,228,1.962655601659751,0
0,1896,Gold,GBR,55,Launceston ELLIOTT,1896 Athens,74,0,592,1896-01-01,1890,False,3.0,4,False,954,667,2.0,1
0,1896,Silver,DEN,37,Viggo JENSEN,1896 Athens,74,0,592,1896-01-01,1890,False,2.0,4,False,204,667,2.0,2
0,1896,Bronze,GRE,56,Alexandros NIKOLOPOULOS,1896 Athens,74,0,592,1896-01-01,1890,False,1.0,4,False,125,667,2.0,0
0,1896,Gold,DEN,37,Viggo JENSEN,1896 Athens,74,0,593,1896-01-01,1890,False,3.0,4,False,204,667,2.0,1
0,1896,Silver,GBR,55,Launceston ELLIOTT,1896 Athens,74,0,593,1896-01-01,1890,False,2.0,4,False,954,667,2.0,2
0,1896,Bronze,GRE,56,Sotirios VERSIS,1896 Athens,74,0,593,1896-01-01,1890,False,1.0,4,False,125,667,2.0,0
0,1896,Gold,GER,53,Carl SCHUMANN,1896 Athens,76,0,639,1896-01-01,1890,False,3.0,4,False,918,625,2.0,1
0,1896,Silver,GRE,56,Georgios TSITAS,1896 Athens,76,0,639,1896-01-01,1890,False,2.0,4,False,125,625,2.0,2
0,1896,Bronze,GRE,56,Stephanos CHRISTOPOULOS,1896 Athens,76,0,639,1896-01-01,1890,False,1.0,4,False,125,625,2.0,0
0,1900,Gold,BEL,14,Hubert VAN INNIS,1900 Paris,2,0,522,1900-01-01,1900,False,3.0,27,False,169,201,2.0,1
0,1900,Silver,FRA,49,Victor THIBAUD,1900 Paris,2,0,522,1900-01-01,1900,False,2.0,27,False,928,201,2.0,2
0,1900,Bronze,FRA,49,Charles Frédéric PETIT,1900 Paris,2,0,522,1900-01-01,1900,False,1.0,27,False,928,201,2.0,0
0,1900,Gold,FRA,49,Eugène MOUGIN,1900 Paris,2,0,523,1900-01-01,1900,False,3.0,27,False,928,201,2.0,1
0,1900,Silver,FRA,49,Henri HELLE,1900 Paris,2,0,523,1900-01-01,1900,False,2.0,27,False,928,201,2.0,2
0,1900,Bronze,FRA,49,Emile MERCIER,1900 Paris,2,0,523,1900-01-01,1900,False,1.0,27,False,928,201,2.0,0
0,1900,Gold,BEL,14,Hubert VAN INNIS,1900 Paris,2,0,524,1900-01-01,1900,False,3.0,27,False,169,201,2.0,1
0,1900,Silver,FRA,49,Victor THIBAUD,1900 Paris,2,0,524,1900-01-01,1900,False,2.0,27,False,928,201,2.0,2
0,1900,Bronze,FRA,49,Charles Frédéric PETIT,1900 Paris,2,0,524,1900-01-01,1900,False,1.0,27,False,928,201,2.0,0
0,1900,Gold,FRA,49,Henri HEROUIN,1900 Paris,2,0,525,1900-01-01,1900,False,3.0,27,False,928,201,2.0,1
0,1900,Silver,BEL,14,Hubert VAN INNIS,1900 Paris,2,0,525,1900-01-01,1900,False,2.0,27,False,169,201,2.0,2
0,1900,Bronze,FRA,49,Emile FISSEUX,1900 Paris,2,0,525,1900-01-01,1900,False,1.0,27,False,928,201,2.0,0
0,1900,Gold,BEL,14,Emmanuel FOULON,1900 Paris,2,0,679,1900-01-01,1900,False,3.0,27,False,169,201,2.3333333333333335,1
0,1900,Silver,BEL,14,Jr. DRUART,1900 Paris,2,0,679,1900-01-01,1900,False,2.0,27,False,169,201,2.3333333333333335,2
0,1900,Silver,FRA,49,Auguste SERRURIER,1900 Paris,2,0,679,1900-01-01,1900,False,2.0,27,False,928,201,2.3333333333333335,2
0,1900,Gold,FRA,49,Emile GRUMIAUX,1900 Paris,2,0,680,1900-01-01,1900,False,3.0,27,False,928,201,2.0,1
0,1900,Silver,FRA,49,Auguste SERRURIER,1900 Paris,2,0,680,1900-01-01,1900,False,2.0,27,False,928,201,2.0,2
0,1900,Bronze,BEL,14,Louis GLINEUX,1900 Paris,2,0,680,1900-01-01,1900,False,1.0,27,False,169,201,2.0,0
0,1900,Gold,FRA,49,Henri Herouin,1900 Paris,2,0,448,1900-01-01,1900,False,3.0,27,False,928,201,2.5,1
0,1900,Silver,BEL,14,Hubert Van Innis,1900 Paris,2,0,448,1900-01-01,1900,False,2.0,27,False,169,201,2.5,2
0,1900,Gold,USA,158,Alvin KRAENZLEIN,1900 Paris,4,0,305,1900-01-01,1900,False,3.0,27,False,2975,3087,2.0,1
0,1900,Silver,USA,158,Walter B. John TEWKSBURY,1900 Paris,4,0,305,1900-01-01,1900,False,2.0,27,False,2975,3087,2.0,2
0,1900,Bronze,AUS,7,Stanley ROWLEY,1900 Paris,4,0,305,1900-01-01,1900,False,1.0,27,False,573,3087,2.0,0
0,1900,Gold,USA,158,Francis JARVIS,1900 Paris,4,0,76,1900-01-01,1900,False,3.0,27,False,2975,3087,1.9935064935064934,1
0,1900,Silver,USA,158,Walter B. John TEWKSBURY,1900 Paris,4,0,76,1900-01-01,1900,False,2.0,27,False,2975,3087,1.9935064935064934,2
0,1900,Bronze,AUS,7,Stanley ROWLEY,1900 Paris,4,0,76,1900-01-01,1900,False,1.0,27,False,573,3087,1.9935064935064934,0
0,1900,Gold,USA,158,Walter B. John TEWKSBURY,1900 Paris,4,0,128,1900-01-01,1900,False,3.0,27,False,2975,3087,2.0,1
0,1900,Silver,IND,67,Norman PRITCHARD,1900 Paris,4,0,128,1900-01-01,1900,False,2.0,27,False,34,3087,2.0,2
0,1900,Bronze,AUS,7,Stanley ROWLEY,1900 Paris,4,0,128,1900-01-01,1900,False,1.0,27,False,573,3087,2.0,0
0,1900,Gold,USA,158,Maxwell W.Maxey LONG,1900 Paris,4,0,180,1900-01-01,1900,False,3.0,27,False,2975,3087,2.0,1
0,1900,Silver,USA,158,William HOLLAND,1900 Paris,4,0,180,1900-01-01,1900,False,2.0,27,False,2975,3087,2.0,2
0,1900,Bronze,DEN,37,Ernst SCHULTZ,1900 Paris,4,0,180,1900-01-01,1900,False,1.0,27,False,204,3087,2.0,0
0,1900,Gold,GBR,55,Alfred TYSOE,1900 Paris,4,0,399,1900-01-01,1900,False,3.0,27,False,954,3087,2.0,1
0,1900,Silver,USA,158,John CREGAN,1900 Paris,4,0,399,1900-01-01,1900,False,2.0,27,False,2975,3087,2.0,2
0,1900,Bronze,USA,158,David HALL,1900 Paris,4,0,399,1900-01-01,1900,False,1.0,27,False,2975,3087,2.0,0
0,1900,Gold,GBR,55,Charles BENNETT,1900 Paris,4,0,116,1900-01-01,1900,False,3.0,27,False,954,3087,2.01056338028169,1
0,1900,Silver,FRA,49,Henri DELOGE,1900 Paris,4,0,116,1900-01-01,1900,False,2.0,27,False,928,3087,2.01056338028169,2
0,1900,Bronze,USA,158,John BRAY,1900 Paris,4,0,116,1900-01-01,1900,False,1.0,27,False,2975,3087,2.01056338028169,0
0,1900,Gold,LUX,90,Michel THEATO,1900 Paris,4,0,622,1900-01-01,1900,False,3.0,27,False,5,3087,2.0,1
0,1900,Silver,FRA,49,Emile CHAMPION,1900 Paris,4,0,622,1900-01-01,1900,False,2.0,27,False,928,3087,2.0,2
0,1900,Bronze,SWE,139,Ernst FAST,1900 Paris,4,0,622,1900-01-01,1900,False,1.0,27,False,681,3087,2.0,0
0,1900,Gold,USA,158,Alvin KRAENZLEIN,1900 Paris,4,0,104,1900-01-01,1900,False,3.0,27,False,2975,3087,2.011627906976744,1
0,1900,Silver,USA,158,John MCLEAN,1900 Paris,4,0,104,1900-01-01,1900,False,2.0,27,False,2975,3087,2.011627906976744,2
0,1900,Bronze,USA,158,Frederick MOLONEY,1900 Paris,4,0,104,1900-01-01,1900,False,1.0,27,False,2975,3087,2.011627906976744,0
0,1900,Gold,USA,158,Alvin KRAENZLEIN,1900 Paris,4,0,133,1900-01-01,1900,False,3.0,27,False,2975,3087,2.0,1
0,1900,Silver,IND,67,Norman PRITCHARD,1900 Paris,4,0,133,1900-01-01,1900,False,2.0,27,False,34,3087,2.0,2
0,1900,Bronze,USA,158,Walter B. John TEWKSBURY,1900 Paris,4,0,133,1900-01-01,1900,False,1.0,27,False,2975,3087,2.0,0
0,1900,Gold,USA,158,Walter B. John TEWKSBURY,1900 Paris,4,0,183,1900-01-01,1900,False,3.0,27,False,2975,3087,2.0,1
0,1900,Silver,FRA,49,Henri TAUZIN,1900 Paris,4,0,183,1900-01-01,1900,False,2.0,27,False,928,3087,2.0,2
0,1900,Bronze,CAN,23,George ORTON,1900 Paris,4,0,183,1900-01-01,1900,False,1.0,27,False,554,3087,2.0,0
0,1900,Gold,CAN,23,George ORTON,1900 Paris,4,0,146,1900-01-01,1900,False,3.0,27,False,554,3087,2.0,1
0,1900,Silver,GBR,55,Sidney ROBINSON,1900 Paris,4,0,146,1900-01-01,1900,False,2.0,27,False,954,3087,2.0,2
0,1900,Bronze,FRA,49,Jacques CHASTANIE,1900 Paris,4,0,146,1900-01-01,1900,False,1.0,27,False,928,3087,2.0,0
0,1900,Gold,GBR,55,John RIMMER,1900 Paris,4,0,179,1900-01-01,1900,False,3.0,27,False,954,3087,2.0,1
0,1900,Silver,GBR,55,Charles BENNETT,1900 Paris,4,0,179,1900-01-01,1900,False,2.0,27,False,954,3087,2.0,2
0,1900,Bronze,GBR,55,Sidney ROBINSON,1900 Paris,4,0,179,1900-01-01,1900,False,1.0,27,False,954,3087,2.0,0
